document_id,documentname,pdf_url,source_url,is_active,is_deleted,created_on,modified_on,created_by,modifeid_by,org,project,documentdescription
0a13f2e7-5760-4e36-820c-53340cde6632,How to create a website,Link,https://websitesetup.org/,t,f,2018-12-19 21:20:41.112166+00,,,,8448ff33-37a5-458e-875e-07088484527c,464e4752-98e3-403c-a526-8837e8200a98,
243264ce-1d9c-4300-b1d5-a075fa3f979c,YC Application Link,Link,https://apply.ycombinator.com/,t,f,2018-10-04 18:37:14.741401+00,,,,8448ff33-37a5-458e-875e-07088484527c,f5814285-7324-4fa5-8f61-e59e35d7058c,
63ecfeb3-fa4d-4dc3-8f14-49992b31994a,Application Link,Link,https://docs.google.com/forms/d/e/1FAIpQLSeKs6DtkUB-rsq57ccTqn4CTzOK9jxYOVrRfoVoSgvp-EeBLQ/viewform?usp=sf_link,t,f,2018-10-04 19:05:43.49729+00,,,,8448ff33-37a5-458e-875e-07088484527c,911fd3e7-ecb5-415e-bc37-2c8f131c964d,
5c7f52c3-0d99-4c2c-a3b5-f9dd6ddd3279,Program details and FAQ,Link,https://www.eranyc.com/faq,t,f,2018-10-04 19:06:14.887765+00,,,,8448ff33-37a5-458e-875e-07088484527c,911fd3e7-ecb5-415e-bc37-2c8f131c964d,
5cd51d3a-7fcf-4e96-9ef9-16baafeaffbf,Document 1,Link,https://www.eranyc.com/faq/,t,f,2018-10-05 12:53:49.762513+00,,,,8448ff33-37a5-458e-875e-07088484527c,baeb2232-44d5-4bb7-bdea-8f4e6b81f1f7,
c4dab915-414f-438e-a709-5faf8ed7a97a,Test 2,Link,https://www.eranyc.com/faq,t,f,2018-10-05 12:54:24.965458+00,,,,8448ff33-37a5-458e-875e-07088484527c,baeb2232-44d5-4bb7-bdea-8f4e6b81f1f7,
01d137c3-5be2-4f4d-80be-d77dc655a220,hello my name i,Link,https://www.eranyc.com/faq/,t,f,2018-10-05 13:06:12.211323+00,,,,8448ff33-37a5-458e-875e-07088484527c,1222fdaf-9934-4f76-9084-d7bd09494246,
ae3d0379-e658-4953-a7e5-a36a4d9f0b9c,Places for Email Templates,Link,https://blog.hubspot.com/marketing/email-newsletter-templates,t,f,2018-10-16 01:33:10.527313+00,,,,8448ff33-37a5-458e-875e-07088484527c,a8111248-0603-4d57-bab4-a70a3113a427,
c7d0b1cc-61cb-430b-9dd5-0fe6cb205abe,Email Marketing Guide,Link,https://sendgrid.com/resource/2018-email-marketing-guide-a-z/,t,f,2018-10-16 01:33:40.247568+00,,,,8448ff33-37a5-458e-875e-07088484527c,a8111248-0603-4d57-bab4-a70a3113a427,
